Date,Number of game,Day,Visiting Team,Home Team,Visiting Team Starting Pitcher ID,Home Team Starting Pitcher ID,Visiting Team Score,Home Team Score,Team At-bats,Team Hits,Team Doubles,Team Triples,Team Homeruns,Team RBIs,Team Sacrifice Hits,Team Sacrifice Flies,Team Hit-by-pitch,Team Walks,Team Intentional Walks,Team Strikeouts,Team Stolen Bases,Team Caught Stealing,Team Grounded into DP,Team Awarded First Base due to CI,Team Left on Base,Team Pitchers Used,Team Individual Earned Runs,Team Earned Runs,Team Wild Pitches,Team Balks,Team Putouts,Team Assists,Team Errors,Team Passed Balls,Team Double Plays,Team Triple Plays
2015-04-06,0,Mon,TOR,NYA,hutcd001,tanam001,6,1,29,3,0,0,1,1,0,0,1,3,0,5,0,1,0,0,5,6,5,5,0,0,27,6,1,0,0,0
2015-04-08,0,Wed,TOR,NYA,dickr001,pinem001,3,4,28,7,2,0,0,3,0,1,2,4,1,7,1,0,1,0,7,4,2,2,0,0,27,10,2,0,0,0
2015-04-09,0,Thu,TOR,NYA,norrd002,sabac001,6,3,32,7,3,0,2,3,0,0,1,4,0,10,0,1,0,0,7,3,5,5,0,0,27,7,1,0,1,0
2015-04-10,0,Fri,BOS,NYA,milew001,eovan001,6,5,67,14,4,0,2,5,0,1,1,6,1,13,0,1,1,0,13,8,5,5,2,0,57,19,1,1,2,0
2015-04-11,0,Sat,BOS,NYA,kellj001,warra001,8,4,31,5,1,0,1,4,0,1,0,2,0,11,0,0,0,0,3,4,4,4,0,0,27,17,3,1,2,0
2015-04-12,0,Sun,BOS,NYA,buchc001,tanam001,4,14,36,16,1,0,3,14,0,2,0,6,0,5,1,1,1,0,6,3,3,3,2,0,27,6,1,0,1,0
2015-04-13,0,Mon,NYA,BAL,pinem001,chenw001,6,5,32,7,0,0,3,6,1,0,1,2,0,7,0,0,1,0,3,3,5,5,0,0,27,13,0,0,0,0
2015-04-14,0,Tue,NYA,BAL,sabac001,gonzm003,3,4,34,6,3,0,0,2,0,0,0,1,0,10,0,0,0,0,5,2,4,4,1,0,24,11,2,0,2,0
2015-04-15,0,Wed,NYA,BAL,eovan001,norrb001,5,7,33,8,4,0,1,4,0,1,0,4,0,12,1,0,1,0,6,6,7,7,0,0,24,7,0,0,1,0
2015-04-17,0,Fri,NYA,TBA,warra001,karnn001,5,4,30,5,0,0,3,5,1,0,0,6,0,9,1,0,1,0,5,5,4,4,0,0,27,7,0,0,1,0
2015-04-18,0,Sat,NYA,TBA,tanam001,odorj001,9,0,34,10,1,1,1,9,0,2,1,5,0,11,2,0,1,0,6,3,0,0,0,1,27,6,0,0,0,0
2015-04-19,0,Sun,NYA,TBA,pinem001,andrm001,5,3,33,11,2,1,0,5,1,2,0,6,0,6,0,1,1,0,10,5,3,3,2,0,27,9,0,0,0,0
2015-04-20,0,Mon,NYA,DET,sabac001,simoa001,1,2,30,7,1,0,1,1,1,0,0,0,0,7,1,1,2,0,3,1,2,2,0,0,24,12,0,0,3,0
2015-04-21,0,Tue,NYA,DET,eovan001,lobsk001,5,2,34,8,2,0,2,3,0,0,0,9,0,5,2,0,2,0,11,4,2,2,1,0,27,13,0,0,4,0
2015-04-22,0,Wed,NYA,DET,warra001,pricd001,13,4,41,15,3,2,1,13,1,0,1,6,1,6,0,0,1,0,9,4,4,4,0,0,27,7,1,0,2,0
2015-04-23,0,Thu,NYA,DET,tanam001,sanca004,2,1,29,3,2,0,0,1,1,0,0,6,1,11,2,0,0,0,7,4,1,1,0,0,27,7,0,0,0,0
2015-04-24,0,Fri,NYN,NYA,degrj001,pinem001,1,6,34,11,1,0,3,6,0,1,0,2,0,6,0,0,0,0,7,2,1,1,1,0,27,10,1,0,1,0
2015-04-25,0,Sat,NYN,NYA,harvm001,sabac001,8,2,31,5,1,0,1,1,0,0,0,2,0,7,0,0,1,0,4,3,8,8,2,0,27,5,1,0,0,0
2015-04-26,0,Sun,NYN,NYA,niesj001,eovan001,4,6,32,9,5,0,1,5,0,0,0,1,0,7,0,0,2,0,3,6,4,4,1,0,27,12,2,0,2,0
2015-04-27,0,Mon,TBA,NYA,karnn001,warra001,1,4,32,9,3,0,1,4,0,0,1,5,1,8,1,0,1,0,10,5,1,1,2,0,27,8,0,0,0,0
2015-04-28,0,Tue,TBA,NYA,odorj001,whitc001,2,4,33,9,3,0,0,4,0,0,0,1,1,6,3,0,0,0,6,4,2,2,2,0,27,7,0,0,0,0
2015-04-29,0,Wed,TBA,NYA,smyld001,pinem001,3,2,43,7,0,0,2,2,1,0,1,3,0,16,1,1,1,0,7,7,3,3,0,0,39,13,1,1,1,0
2015-05-01,0,Fri,NYA,BOS,sabac001,mastj001,3,2,35,9,2,0,1,3,0,0,2,5,1,4,0,0,1,0,12,4,2,2,0,0,27,9,1,0,2,0
2015-05-02,0,Sat,NYA,BOS,eovan001,milew001,4,2,34,9,3,0,1,4,1,0,0,0,0,4,1,0,0,0,4,4,2,2,0,0,27,10,0,0,1,0
2015-05-03,0,Sun,NYA,BOS,warra001,kellj001,8,5,42,14,2,0,2,8,0,0,2,3,0,6,2,0,0,0,12,5,5,5,0,0,27,13,1,0,2,0
2015-05-04,0,Mon,NYA,TOR,whitc001,dickr001,1,3,29,3,2,0,0,1,0,0,0,3,0,1,0,0,1,0,4,3,2,2,0,0,24,11,2,0,0,0
2015-05-05,0,Tue,NYA,TOR,pinem001,estrm001,6,3,37,11,2,0,1,6,0,0,0,2,0,5,2,0,1,0,6,3,3,3,0,0,27,10,0,0,1,0
2015-05-06,0,Wed,NYA,TOR,sabac001,buehm001,1,5,32,7,2,0,0,1,0,0,0,4,0,5,0,0,2,0,8,3,5,5,0,1,24,10,0,0,2,0
2015-05-07,0,Thu,BAL,NYA,tillc001,eovan001,3,4,32,11,3,0,1,4,0,1,0,3,0,6,0,0,1,0,8,4,3,3,0,0,27,13,0,0,0,0
2015-05-08,0,Fri,BAL,NYA,gonzm003,warra001,4,5,30,8,3,1,1,5,0,1,0,3,2,6,1,0,0,0,5,5,4,4,0,0,27,17,0,0,0,0
2015-05-09,0,Sat,BAL,NYA,chenw001,whitc001,6,2,36,8,2,0,0,2,0,1,0,1,0,10,0,0,0,0,9,3,6,6,0,0,27,10,0,0,1,0
2015-05-10,0,Sun,BAL,NYA,norrb001,pinem001,2,6,29,8,2,0,2,6,0,0,2,8,0,5,1,1,1,0,9,3,2,2,0,0,27,6,0,0,0,0
2015-05-11,0,Mon,NYA,TBA,sabac001,coloa001,11,5,39,14,2,0,5,11,0,1,1,1,0,9,0,1,0,0,4,3,3,3,0,0,27,8,2,0,1,0
2015-05-12,0,Tue,NYA,TBA,eovan001,archc001,2,4,33,8,0,0,0,2,0,0,0,2,0,9,0,2,0,0,6,2,4,4,3,0,24,7,0,0,0,0
2015-05-13,0,Wed,NYA,TBA,warra001,karnn001,2,3,37,10,0,0,0,2,0,0,0,2,0,12,1,0,0,0,10,2,3,3,0,0,24,7,0,0,1,0
2015-05-14,0,Thu,NYA,TBA,whitc001,ramie004,1,6,30,5,0,0,1,1,1,0,0,2,0,8,1,0,1,0,5,5,6,6,1,0,24,8,1,0,1,0
2015-05-15,0,Fri,NYA,KCA,pinem001,younc003,1,12,31,5,2,1,0,1,0,1,0,2,0,3,1,0,0,0,6,5,12,12,2,0,24,11,1,0,0,0
2015-05-16,0,Sat,NYA,KCA,sabac001,duffd001,5,1,36,9,2,0,2,5,1,1,0,4,0,5,1,0,0,0,10,3,1,1,0,0,27,9,1,0,0,0
2015-05-17,0,Sun,NYA,KCA,capuc001,volqe001,0,6,33,6,2,0,0,0,0,0,1,2,0,7,0,0,0,0,9,4,4,4,0,0,24,4,2,0,1,0
2015-05-19,0,Tue,NYA,WAS,eovan001,gonzg003,6,8,38,8,1,0,1,6,0,0,0,3,0,6,0,0,0,0,5,6,8,8,0,0,29,12,0,0,3,0
2015-05-20,0,Wed,NYA,WAS,warra001,zimmj003,2,3,32,6,1,0,0,2,0,1,0,3,0,9,0,0,0,0,7,3,2,2,1,0,24,10,1,0,0,0
2015-05-22,0,Fri,TEX,NYA,lewic001,pinem001,10,9,39,12,3,0,3,9,0,0,1,2,0,6,1,0,0,1,7,4,7,7,0,0,27,11,2,0,1,0
2015-05-23,0,Sat,TEX,NYA,martn002,sabac001,15,4,35,7,0,1,2,4,0,0,1,2,0,7,1,0,0,0,7,4,15,15,2,0,27,3,1,0,0,0
2015-05-24,0,Sun,TEX,NYA,gally001,capuc001,5,2,33,6,0,0,0,2,0,0,0,2,0,9,0,0,1,0,6,6,4,4,1,0,27,10,1,0,0,0
2015-05-25,0,Mon,KCA,NYA,guthj001,eovan001,1,14,37,14,2,0,5,14,0,0,1,7,0,7,0,0,1,0,7,2,1,1,1,0,27,12,0,0,1,0
2015-05-26,0,Tue,KCA,NYA,vargj001,warra001,1,5,31,7,1,0,1,5,0,1,0,3,0,8,0,0,0,0,6,4,1,1,0,0,27,7,1,0,0,0
2015-05-27,0,Wed,KCA,NYA,younc003,pinem001,2,4,33,9,2,0,2,4,0,0,0,3,0,9,0,0,0,0,8,5,1,1,1,0,27,8,1,0,0,0
2015-05-28,0,Thu,NYA,OAK,sabac001,gravk001,4,5,34,8,1,0,1,4,0,1,0,3,0,6,0,0,0,0,7,3,5,5,0,0,24,6,0,0,0,0
