Date,Number of game,Day,Visiting Team,Home Team,Visiting Team Starting Pitcher ID,Home Team Starting Pitcher ID,Visiting Team Score,Home Team Score,Team At-bats,Team Hits,Team Doubles,Team Triples,Team Homeruns,Team RBIs,Team Sacrifice Hits,Team Sacrifice Flies,Team Hit-by-pitch,Team Walks,Team Intentional Walks,Team Strikeouts,Team Stolen Bases,Team Caught Stealing,Team Grounded into DP,Team Awarded First Base due to CI,Team Left on Base,Team Pitchers Used,Team Individual Earned Runs,Team Earned Runs,Team Wild Pitches,Team Balks,Team Putouts,Team Assists,Team Errors,Team Passed Balls,Team Double Plays,Team Triple Plays
2015-06-05,0,Fri,SFN,PHI,linct001,willj003,5,4,31,6,1,0,2,4,0,0,0,4,0,7,1,0,1,0,4,5,5,5,0,0,27,9,1,0,1,0
2015-06-06,0,Sat,SFN,PHI,bumgm001,gonzs001,7,5,31,6,0,0,2,5,0,0,1,1,0,13,0,0,1,0,1,5,6,6,0,1,27,7,1,0,0,0
2015-06-07,0,Sun,SFN,PHI,voger001,osuls001,4,6,31,10,3,0,2,6,1,0,0,2,0,7,0,1,1,0,4,4,3,3,0,0,27,12,1,0,1,0
2015-06-08,0,Mon,PHI,CIN,hamec001,leakm001,4,6,35,10,5,0,0,3,1,0,0,3,1,6,0,0,1,0,8,2,6,6,0,0,24,8,0,0,0,0
2015-06-09,0,Tue,PHI,CIN,haraa001,desca001,2,11,35,11,1,0,0,2,0,1,0,2,0,8,1,0,2,0,9,3,9,9,0,0,24,7,2,0,0,0
2015-06-10,0,Wed,PHI,CIN,willj003,moscj001,2,5,35,10,2,0,0,2,0,0,0,2,0,4,1,0,0,0,8,3,5,5,0,0,24,9,1,0,0,0
2015-06-12,0,Fri,PHI,PIT,corrk001,lockj001,0,1,47,11,1,0,0,0,1,0,1,3,1,7,0,1,1,0,13,7,1,1,0,0,38,15,1,0,1,0
2015-06-13,0,Sat,PHI,PIT,osuls001,coleg001,3,4,35,9,3,0,0,3,0,1,0,1,0,8,2,0,0,0,7,3,4,4,0,0,24,15,0,0,1,0
2015-06-14,0,Sun,PHI,PIT,hamec001,burna001,0,1,37,6,1,0,0,0,0,0,0,1,0,4,2,2,0,0,5,4,0,0,0,0,32,7,1,0,0,0
2015-06-15,0,Mon,PHI,BAL,haraa001,chenw001,0,4,29,4,1,0,0,0,0,0,0,1,0,11,0,0,1,0,3,3,4,4,0,0,24,8,1,0,1,0
2015-06-16,0,Tue,PHI,BAL,willj003,tillc001,3,19,32,6,1,0,1,3,0,0,0,3,0,5,1,0,2,0,5,5,17,17,2,0,24,10,2,0,2,0
2015-06-17,0,Wed,BAL,PHI,jimeu001,corrk001,6,4,35,9,1,1,1,3,0,0,0,1,0,9,2,0,1,0,5,5,2,2,0,0,27,10,1,0,1,0
2015-06-18,0,Thu,BAL,PHI,norrb001,osuls001,1,2,26,5,0,0,1,2,1,0,0,2,0,4,1,0,2,0,3,5,1,1,0,0,27,4,1,0,0,0
2015-06-19,0,Fri,SLN,PHI,lyont001,aumop001,12,4,38,11,1,0,1,4,0,0,0,4,0,8,0,0,1,0,11,4,12,12,1,0,27,8,1,0,1,0
2015-06-20,0,Sat,SLN,PHI,lackj001,haraa001,10,1,30,6,0,0,1,1,1,0,0,4,0,4,0,0,2,0,7,3,10,10,1,0,27,14,0,0,1,0
2015-06-21,0,Sun,SLN,PHI,wachm001,morga001,2,9,37,13,3,0,1,9,0,0,0,2,0,8,1,0,0,0,6,4,2,2,0,0,27,10,0,0,1,0
2015-06-22,0,Mon,PHI,NYA,corrk001,pinem001,11,8,44,18,3,0,2,10,0,0,2,1,0,6,1,0,1,0,9,5,8,8,0,0,27,5,0,0,0,0
2015-06-23,0,Tue,PHI,NYA,osuls001,sabac001,11,6,38,11,4,1,2,11,0,0,3,4,0,11,0,0,1,0,7,6,6,6,0,0,27,8,1,0,1,0
2015-06-24,0,Wed,PHI,NYA,hamec001,novai001,2,10,34,6,3,0,0,2,0,0,0,3,0,3,0,0,0,0,8,3,10,10,1,0,24,9,1,0,0,0
2015-06-26,0,Fri,WAS,PHI,schem001,haraa001,5,2,33,7,3,0,1,2,0,0,0,0,0,7,0,0,0,0,4,3,4,4,2,0,27,7,1,0,1,0
2015-06-28,1,Sun,WAS,PHI,stras001,corrk001,3,2,33,5,0,0,1,2,0,0,0,1,0,11,2,0,0,0,5,5,1,1,0,0,27,11,2,1,0,0
2015-06-28,2,Sun,WAS,PHI,roart001,gonzs001,5,8,38,16,1,0,0,8,1,1,0,1,0,2,1,0,1,0,9,5,5,5,1,0,27,6,1,0,0,0
2015-06-29,0,Mon,MIL,PHI,nelsj004,osuls001,7,4,34,9,4,0,0,2,0,0,0,2,0,7,1,1,0,0,5,3,7,7,1,0,27,12,0,0,2,0
2015-06-30,0,Tue,MIL,PHI,jungt001,hamec001,4,3,34,8,0,0,1,2,1,0,2,4,0,8,4,0,1,0,11,3,4,4,1,0,27,10,0,0,1,0
2015-07-01,0,Wed,MIL,PHI,lohsk001,haraa001,9,5,37,10,4,1,0,5,0,0,0,3,0,6,0,1,0,0,8,4,9,9,0,0,27,7,0,0,1,0
2015-07-02,0,Thu,MIL,PHI,garzm001,billc001,8,7,48,16,2,0,1,7,0,0,0,3,0,8,0,0,1,0,11,5,7,7,1,0,33,17,1,0,3,0
