Date,Number of game,Day,Visiting Team,Home Team,Visiting Team Starting Pitcher ID,Home Team Starting Pitcher ID,Visiting Team Score,Home Team Score,Team At-bats,Team Hits,Team Doubles,Team Triples,Team Homeruns,Team RBIs,Team Sacrifice Hits,Team Sacrifice Flies,Team Hit-by-pitch,Team Walks,Team Intentional Walks,Team Strikeouts,Team Stolen Bases,Team Caught Stealing,Team Grounded into DP,Team Awarded First Base due to CI,Team Left on Base,Team Pitchers Used,Team Individual Earned Runs,Team Earned Runs,Team Wild Pitches,Team Balks,Team Putouts,Team Assists,Team Errors,Team Passed Balls,Team Double Plays,Team Triple Plays
2015-04-06,0,Mon,MIN,DET,hughp001,pricd001,0,4,31,10,1,1,2,4,0,1,0,2,0,6,3,0,2,0,6,2,0,0,0,0,27,9,0,0,1,0
2015-04-08,0,Wed,MIN,DET,nolar001,sanca004,0,11,38,15,5,1,0,10,0,1,0,7,2,2,0,0,0,0,11,5,0,0,0,0,27,7,0,0,0,0
2015-04-09,0,Thu,MIN,DET,gibsk002,grees005,1,7,33,10,1,1,1,6,0,0,0,6,0,3,1,0,1,0,8,2,0,0,0,0,27,7,1,0,1,0
2015-04-10,0,Fri,DET,CLE,simoa001,mcalz001,8,4,43,18,1,1,1,7,1,0,0,3,0,9,1,1,1,0,12,5,4,4,1,0,27,7,0,0,2,0
2015-04-11,0,Sat,DET,CLE,pricd001,klubc001,9,6,39,14,1,0,1,8,0,0,0,6,1,11,2,1,1,0,9,5,3,3,0,0,27,7,1,0,1,0
2015-04-12,0,Sun,DET,CLE,lobsk001,houst002,8,5,36,11,2,0,3,7,0,0,1,7,2,7,3,0,1,0,9,4,5,5,0,0,27,11,1,0,0,0
2015-04-13,0,Mon,DET,PIT,sanca004,coleg001,4,5,32,7,2,0,1,3,0,0,0,2,0,11,0,0,2,0,3,3,5,5,0,0,24,6,0,0,0,0
2015-04-14,0,Tue,DET,PIT,grees005,burna001,2,0,35,9,2,0,0,2,0,0,0,4,0,10,1,0,0,0,10,2,0,0,0,0,27,13,0,0,1,0
2015-04-15,0,Wed,DET,PIT,simoa001,lirif001,1,0,30,5,0,0,1,1,0,0,0,2,0,10,2,1,1,0,4,2,0,0,0,0,27,9,0,0,0,0
2015-04-17,0,Fri,CHA,DET,samaj001,pricd001,1,2,34,10,3,0,1,2,1,0,0,0,0,7,0,0,1,0,8,2,1,1,0,0,27,14,0,0,1,0
2015-04-18,0,Sat,CHA,DET,salec001,sanca004,12,3,34,7,1,0,1,3,0,0,0,2,0,7,0,0,0,0,6,6,12,12,1,0,27,10,0,0,1,0
2015-04-19,0,Sun,CHA,DET,quinj001,grees005,1,9,35,12,5,1,2,9,0,0,0,2,0,5,0,1,0,0,4,3,1,1,0,0,27,14,0,0,4,0
2015-04-20,0,Mon,NYA,DET,sabac001,simoa001,1,2,25,7,0,0,0,2,1,0,0,3,1,5,0,1,3,0,3,3,1,1,0,0,27,15,0,0,2,0
2015-04-21,0,Tue,NYA,DET,eovan001,lobsk001,5,2,32,10,3,0,0,2,0,1,0,3,0,9,0,0,3,0,7,5,4,4,1,0,27,9,1,0,2,0
2015-04-22,0,Wed,NYA,DET,warra001,pricd001,13,4,32,6,0,0,0,4,0,0,0,5,0,9,0,0,2,0,6,6,12,12,0,0,27,9,2,0,1,0
2015-04-23,0,Thu,NYA,DET,tanam001,sanca004,2,1,29,3,3,0,0,1,0,1,0,2,0,10,0,0,0,0,4,3,2,2,1,1,27,6,0,0,0,0
2015-04-24,0,Fri,CLE,DET,salad001,grees005,13,1,35,8,0,0,1,1,0,0,1,3,0,13,1,0,0,0,11,3,13,13,0,1,27,16,0,0,2,0
2015-04-25,0,Sat,CLE,DET,houst002,simoa001,1,4,32,8,1,0,0,4,0,0,0,7,3,10,5,0,1,0,11,3,1,1,0,0,27,17,0,0,1,0
2015-04-26,0,Sun,CLE,DET,carrc003,lobsk001,6,8,33,13,1,1,1,7,1,2,1,3,2,7,2,0,2,0,8,4,6,6,1,0,27,11,0,0,0,0
2015-04-27,0,Mon,DET,MIN,pricd001,milot001,5,4,32,11,1,1,2,4,0,0,0,6,1,3,1,2,3,0,6,4,4,4,0,0,27,12,0,1,0,0
2015-04-28,0,Tue,DET,MIN,sanca004,pelfm001,2,3,30,3,2,0,0,2,0,0,0,2,0,7,1,0,1,0,3,3,3,3,1,0,24,11,0,0,0,0
